Word,Hindi Meaning
completely,पूरी तरह
message,संदेश
ring,अंगूठी
resolved,हल किया
calling,बुला
phrase,मुहावरा
acts,अधिनियमों
mention,उल्लेख
square,वर्ग
pair,जोड़ा
won,जीत लिया
title,शीर्षक
understanding,समझ
Sunday,रविवार
fruit,फल
mad,पागल
forces,ताकतों
included,शामिल
tea,चाय
rocks,चट्टानों
nearer,नजदीक
slaves,दास
falling,गिर रहा है
absolutely,बिल्कुल
slow,धीमा
bearing,सहनशीलता
mercy,दया
larger,बड़ा
explain,समझाना
contain,शामिल होना
grief,शोक
soldier,फोजी
wasn't,नहीं था
countenance,मुखाकृति
previous,पिछला
explanation,व्याख्या
welcome,स्वागत हे
proposed,प्रस्तावित
prayer,प्रार्थना
stars,सितारे
Germany,जर्मनी
belief,विश्वास
informed,सूचित किया
moments,क्षणों
poetry,शायरी
constant,लगातार
buy,खरीदना
final,अंतिम
faithful,वफ़ादार
ride,सवारी
policy,नीति
supper,खाना
drawing,चित्रकारी
excitement,उत्साह
dying,मरना
demand,मांग
fighting,लड़ाई करना
fields,खेत
drove,गल्ला
upper,अपर
sum,जोड़
Philip,फिलिप
motion,गति
assistance,सहायता
forty,चालीस
April,अप्रैल
stones,स्टोन्स
Edward,एडवर्ड
fees,फीस
kindly,कृपया
dignity,गौरव
catch,पकड़
October,अक्टूबर
seated,आसीन
knees,घुटनों
amongst,बीच में
current,वर्तमान
sending,भेजना
parties,दलों
objects,वस्तुओं
gained,प्राप्त की
bitter,कसैला
possibly,संभवत:
slave,दास
separate,अलग
loose,ढीला
text,मूलपाठ
receiving,प्राप्त
worst,सबसे खराब
sold,बेचा
don,डॉन
credit,श्रेय
chosen,चुना
hoped,आशा व्यक्त की
printed,मुद्रित
terror,आतंक
features,विशेषताएँ
fond,प्रिय
control,नियंत्रण
capable,योग्य
fifteen,पंद्रह
doesn't,नहीं है
firm,दृढ़
superior,बेहतर
cruel,निर्दयी
spiritual,आध्यात्मिक
Harry,सताना
splendid,उत्कृष्ट
proof,सबूत
pressed,दब गया
sooner,पहले
join,जोड़ना
process,प्रक्रिया
crime,अपराध
dust,धूल
instantly,हाथों हाथ
lands,भूमि
relation,संबंध
doors,दरवाजे
concerned,सम्बंधित
deeply,गहरा
practical,व्यावहारिक
colour,रंग
sing,गाओ
destroy,नष्ट करना
anger,क्रोध
distributing,वितरण
results,परिणाम
increase,बढ़ोतरी
reasons,कारणों
nose,नाक
friendly,दोस्ताना
entrance,प्रवेश
rooms,कमरा
admit,भर्ती होना
supply,आपूर्ति
clean,स्वच्छ
useful,उपयोगी
yesterday,कल
delicate,नाज़ुक
fail,विफल
continue,जारी रखें
remove,हटाना
addressed,संबोधित
choice,पसंद
huge,विशाल
needs,ज़रूरत
wear,घिसाव
blind,अंधा
unable,असमर्थ
cover,ढकना
double,दोहरा
victory,विजय
dozen,दर्जन
constantly,लगातार
level,स्तर
India,भारत
release,रिहाई
rough,खुरदुरा
ended,समाप्त
shows,दिखाता है
fly,उड़ना
praise,प्रशंसा
devil,शैतान
ahead,आगे
smith,लोहार
connected,जुड़े हुए
degrees,डिग्री
gain,बढ़त
addition,योग
committed,प्रतिबद्ध
chamber,कक्ष
notes,टिप्पणियाँ
Italian,इतालवी
gradually,धीरे-धीरे
acquaintance,जान-पहचान
bought,खरीद लिया
souls,आत्माओं
mission,मिशन
sacrifice,बलिदान
cities,शहरों
mistake,गलती
exercise,व्यायाम
conscience,अंतरात्मा की आवाज
based,आधारित
car,गाड़ी
buried,दफन
theory,लिखित
commanded,आज्ञा
nobody,कोई नहीं
minister,मंत्री
closely,निकट से
energy,ऊर्जा
dick,लिंग
bare,नंगा
fought,लड़ा
partly,आंशिक रूप में
mistress,स्वामिनी
hate,नफ़रत करना
arose,पैदा हुई
playing,खेलना
color,रंग
lake,झील
safety,सुरक्षा
provisions,प्रावधानों
description,विवरण
asleep,सोना
centre,केंद्र
faint,बेहोश
thinks,सोचते
parents,अभिभावक
escaped,भाग निकले
careful,सावधान
enjoy,का आनंद लें
drop,बूंद
brilliant,बहुत खूब
brief,संक्षिप्त
bringing,लाना
worship,पूजा करना
goods,चीज़ें
tale,कहानी
skin,त्वचा
roof,छत
grey,स्लेटी
highly,अत्यधिक
crown,मुकुट
castle,किला
excited,उत्तेजित
throne,सिंहासन
stated,कहा गया है
despair,निराशा
ease,आराम
attached,जुड़ा हुआ
total,कुल
kindness,दयालुता
mile,मील
citizens,नागरिकों
circle,घेरा
dull,सुस्त
extreme,चरम
clouds,बादलों
figures,आंकड़ों
intention,इरादा
prison,कारागार
term,शर्त
assured,आश्वासन दिया
hidden,छुपे हुए
