based,आधारित
car,गाड़ी
theory,लिखित
commanded,आज्ञा
nobody,कोई नहीं
minister,मंत्री
closely,निकट से
energy,ऊर्जा
dick,लिंग
bare,नंगा
fought,लड़ा
partly,आंशिक रूप में
mistress,स्वामिनी
hate,नफ़रत करना
arose,पैदा हुई
playing,खेलना
color,रंग
lake,झील
safety,सुरक्षा
provisions,प्रावधानों
description,विवरण
asleep,सोना
centre,केंद्र
faint,बेहोश
thinks,सोचते
parents,अभिभावक
escaped,भाग निकले
careful,सावधान
enjoy,का आनंद लें
drop,बूंद
brilliant,बहुत खूब
brief,a summary of the facts and legal points in a case given to a barrister to argue in court
bringing,लाना
worship,पूजा करना
goods,चीज़ें
tale,कहानी
skin,त्वचा
roof,छत
grey,स्लेटी
crown,मुकुट
castle,किला
excited,उत्तेजित
throne,सिंहासन
stated,कहा गया है
despair,निराशा
ease,आराम
attached,जुड़ा हुआ
total,कुल
kindness,दयालुता
mile,मील
citizens,नागरिकों
circle,घेरा
dull,सुस्त
extreme,चरम
clouds,बादलों
figures,आंकड़ों
intention,इरादा
prison,कारागार
term,शर्त
assured,आश्वासन दिया
hidden,छुपे हुए
thoroughly,अच्छी तरह से
cup,कप
member,सदस्य
civil,नागरिक
apply,लागू
labor,श्रम
everywhere,हर जगह
intelligence,बुद्धि
strike,धरना
fairly,अच्छी तरह से
fellows,शोध छात्रों
haven't,नहीं है
event,प्रतिस्पर्धा
gently,धीरे
connection,संबंध
protection,संरक्षण
conscious,सचेत
edition,संस्करण
directed,निर्देशित
pulled,खींचा
flight,उड़ान
evident,प्रत्यक्ष
surrounded,घिरे
wishes,इच्छाओं
yards,गज
voices,आवाज
weary,थका
couple,जोड़ा
variety,विविधता
whilst,जबकि
volume,मात्रा
details,विवरण
older,बड़े
requirements,आवश्यकताएं
custom,रीति
apart,अलग
awful,भयंकर
everybody,हर कोई
labour,श्रम
asking,पूछ
lover,प्रेम करनेवाला
introduced,शुरू की
becoming,बनने
composed,शांत
plans,योजनाओं
rendered,प्रतिपादन किया
pictures,चित्रों
lest,ऐसा न हो कि
volunteers,स्वयंसेवकों
singing,गायन
eager,आतुर
precious,कीमती
paused,रोके गए
require,ज़रूरत होना
meat,मांस
whenever,जब भी
successful,सफल
plants,पौधे
vision,नज़र
rare,दुर्लभ
granted,स्वीकृत
raise,उठाना
Egypt,मिस्र
manners,शिष्टाचार
cousin,चचेरा भाई
development,विकास
Arthur,आर्थर
obs,ओ बीएस
cool,ठंडा
learning,सीख रहा हूँ
approached,संपर्क किया
bridge,पुल
abroad,विदेश
devoted,समर्पित
paying,का भुगतान
literary,साहित्यिक
writer,लेखक
fn,फंसी
Israel,इजराइल
disappeared,गायब हुआ
interrupted,बाधित
stock,भण्डार
readers,पाठकों
dreadful,भयानक
female,महिला
protect,रक्षा करना
accustomed,आदी
Virginia,वर्जीनिया
type,प्रकार
recognized,मान्यता प्राप्त
salt,नमक
destroyed,नष्ट किया हुआ
signs,लक्षण
innocent,मासूम
temper,गुस्सा
pope,पोप
avoid,बचना
hurried,जल्दी में हुआ
represented,का प्रतिनिधित्व किया
favor,पक्ष
mental,मानसिक
attitude,रवैया
admiration,प्रशंसा
anxiety,चिंता
queen,रानी
teach,सिखाना
curiosity,जिज्ञासा
solemn,गंभीर
vessels,जहाजों
compelled,मज़बूर
dance,नृत्य
hotel,होटल
wicked,शैतान
fled,भाग गए
kissed,चूमा
guns,बंदूकें
fill,भरना
visible,दृश्यमान
younger,छोटा
guide,मार्गदर्शक
earnest,बयाना
actual,वास्तविक
companions,साथी
prisoner,बंदी
miserable,दुखी
lad,बालक
harm,नुकसान पहुँचाना
views,विचारों
Irish,आयरिश
utterly,बिलकुल
ends,समाप्त होता है
shop,दुकान
stairs,सीढ़ियाँ
pardon,क्षमा करें
gay,समलैंगिक
beg,निवेदन करना
seldom,कभी-कभी
kinds,प्रकार
record,अभिलेख
fat,मोटा
sand,रेत
violent,हिंसक
branches,शाखाओं
inquired,पूछताछ
September,सितंबर
worn,पहना हुआ
Ireland,आयरलैंड
flat,समतल
departure,प्रस्थान
delivered,पहुंचा दिया
gift,उपहार
ruin,बर्बाद
skill,कौशल
cattle,पशु
Word,शब्द
equipment,उपकरण
temple,मंदिर
calls,कॉल
earlier,पहले
license,लाइसेंस
en,एन
consent,अनुमति
sufficiently,पर्याप्त रूप से
natives,मूल निवासी
wound,घाव
laughter,हँसी
contained,निहित
perceived,महसूस किया
scattered,छितरा हुआ
whence,जहां से
rushed,जल्दी की
chiefly,अधिकतर
bold,साहसिक
anywhere,कहीं भी
witness,गवाह
